resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
5677,276,79,25,3,22,\N,R,17,0.0,22,\N,\N,\N,\N,\N,\N,5.0
5678,276,71,3,0,2,\N,R,18,0.0,20,\N,\N,\N,\N,\N,\N,23.0
5679,276,100,33,20,17,\N,R,19,0.0,18,\N,\N,\N,\N,\N,\N,5.0
5680,276,110,25,4,18,\N,R,20,0.0,18,\N,\N,\N,\N,\N,\N,6.0
5681,276,22,17,14,13,\N,R,21,0.0,17,\N,\N,\N,\N,\N,\N,20.0
5682,276,77,6,28,8,\N,R,22,0.0,8,\N,\N,\N,\N,\N,\N,6.0
5683,276,123,17,15,19,\N,R,23,0.0,1,\N,\N,\N,\N,\N,\N,6.0
5684,276,87,27,26,7,\N,R,24,0.0,0,\N,\N,\N,\N,\N,\N,20.0
5685,276,119,22,6,11,\N,R,25,0.0,0,\N,\N,\N,\N,\N,\N,20.0
5686,276,105,26,21,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81.0
5687,277,117,3,2,1,1,1,1,10.0,65,1:32:27.685,5547685,\N,\N,\N,\N,1.0
5688,277,102,1,8,3,2,2,2,6.0,65,+16.873,5564558,\N,\N,\N,\N,1.0
5689,277,30,22,5,4,3,3,3,4.0,65,+27.125,5574810,\N,\N,\N,\N,1.0
5690,277,119,22,6,5,4,4,4,3.0,64,\N,\N,\N,\N,\N,\N,11.0
5691,277,121,1,7,7,5,5,5,2.0,64,\N,\N,\N,\N,\N,\N,11.0
5692,277,77,6,28,11,6,6,6,1.0,63,\N,\N,\N,\N,\N,\N,12.0
5693,277,87,27,26,12,7,7,7,0.0,63,\N,\N,\N,\N,\N,\N,12.0
5694,277,104,18,23,20,8,8,8,0.0,63,\N,\N,\N,\N,\N,\N,12.0
5695,277,100,33,20,14,9,9,9,0.0,63,\N,\N,\N,\N,\N,\N,12.0
5696,277,88,29,10,19,10,10,10,0.0,63,\N,\N,\N,\N,\N,\N,12.0
5697,277,123,17,15,21,11,11,11,0.0,62,\N,\N,\N,\N,\N,\N,13.0
5698,277,22,17,14,17,12,12,12,0.0,62,\N,\N,\N,\N,\N,\N,13.0
5699,277,118,29,9,16,13,13,13,0.0,62,\N,\N,\N,\N,\N,\N,13.0
5700,277,70,32,11,15,14,14,14,0.0,60,\N,\N,\N,\N,\N,\N,5.0
5701,277,109,15,30,9,\N,R,15,0.0,53,\N,\N,\N,\N,\N,\N,5.0
5702,277,69,26,22,22,\N,R,16,0.0,43,\N,\N,\N,\N,\N,\N,25.0
5703,277,91,15,29,6,\N,R,17,0.0,42,\N,\N,\N,\N,\N,\N,69.0
5704,277,110,25,4,24,\N,D,18,0.0,42,\N,\N,\N,\N,\N,\N,2.0
5705,277,71,3,0,2,\N,R,19,0.0,41,\N,\N,\N,\N,\N,\N,5.0
5706,277,55,6,27,8,\N,R,20,0.0,40,\N,\N,\N,\N,\N,\N,5.0
5707,277,120,18,24,25,\N,R,21,0.0,37,\N,\N,\N,\N,\N,\N,20.0
5708,277,112,33,19,13,\N,R,22,0.0,26,\N,\N,\N,\N,\N,\N,7.0
5709,277,84,27,25,18,\N,R,23,0.0,11,\N,\N,\N,\N,\N,\N,27.0
5710,277,79,25,3,23,\N,R,24,0.0,11,\N,\N,\N,\N,\N,\N,20.0
5711,277,65,32,12,10,\N,R,25,0.0,2,\N,\N,\N,\N,\N,\N,22.0
5712,277,105,26,21,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81.0
5713,278,102,1,8,3,1,1,1,10.0,78,1:52:10.947,6730947,\N,\N,\N,\N,1.0
5714,278,71,3,0,4,2,2,2,6.0,78,+52.118,6783065,\N,\N,\N,\N,1.0
5715,278,55,6,27,5,3,3,3,4.0,78,+1:03.362,6794309,\N,\N,\N,\N,1.0
5716,278,117,3,2,1,4,4,4,3.0,77,\N,\N,\N,\N,\N,\N,11.0
5717,278,104,18,23,17,5,5,5,2.0,76,\N,\N,\N,\N,\N,\N,12.0
5718,278,84,27,25,13,6,6,6,1.0,76,\N,\N,\N,\N,\N,\N,12.0
5719,278,70,32,11,20,7,7,7,0.0,76,\N,\N,\N,\N,\N,\N,12.0
5720,278,121,1,7,9,8,8,8,0.0,76,\N,\N,\N,\N,\N,\N,12.0
5721,278,22,17,14,16,9,9,9,0.0,76,\N,\N,\N,\N,\N,\N,12.0
5722,278,110,25,4,19,10,10,10,0.0,76,\N,\N,\N,\N,\N,\N,12.0
5723,278,120,18,24,25,11,11,11,0.0,75,\N,\N,\N,\N,\N,\N,13.0
5724,278,112,33,19,15,12,12,12,0.0,75,\N,\N,\N,\N,\N,\N,13.0
5725,278,91,15,29,8,13,13,13,0.0,74,\N,\N,\N,\N,\N,\N,14.0
5726,278,77,6,28,7,14,14,14,0.0,70,\N,\N,\N,\N,\N,\N,4.0
5727,278,65,32,12,14,\N,R,15,0.0,61,\N,\N,\N,\N,\N,\N,6.0
5728,278,119,22,6,6,\N,R,16,0.0,53,\N,\N,\N,\N,\N,\N,5.0
5729,278,100,33,20,10,\N,R,17,0.0,51,\N,\N,\N,\N,\N,\N,5.0
5730,278,88,29,10,18,\N,R,18,0.0,46,\N,\N,\N,\N,\N,\N,20.0
5731,278,118,29,9,12,\N,R,19,0.0,43,\N,\N,\N,\N,\N,\N,37.0
5732,278,30,22,5,2,\N,R,20,0.0,32,\N,\N,\N,\N,\N,\N,9.0
5733,278,79,25,3,22,\N,R,21,0.0,31,\N,\N,\N,\N,\N,\N,5.0
5734,278,105,26,21,24,\N,R,22,0.0,28,\N,\N,\N,\N,\N,\N,6.0
5735,278,109,15,30,11,\N,R,23,0.0,23,\N,\N,\N,\N,\N,\N,3.0
5736,278,123,17,15,23,\N,R,24,0.0,12,\N,\N,\N,\N,\N,\N,22.0
5737,278,87,27,26,21,\N,R,25,0.0,3,\N,\N,\N,\N,\N,\N,20.0
5738,278,69,26,22,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81.0
5739,279,117,3,2,1,1,1,1,10.0,69,1:36:41.822,5801822,\N,\N,\N,\N,1.0
5740,279,30,22,5,3,2,2,2,6.0,69,+14.527,5816349,\N,\N,\N,\N,1.0
5741,279,71,3,0,2,3,3,3,4.0,69,+52.685,5854507,\N,\N,\N,\N,1.0
5742,279,77,6,28,5,4,4,4,3.0,68,\N,\N,\N,\N,\N,\N,11.0
5743,279,84,27,25,7,5,5,5,2.0,68,\N,\N,\N,\N,\N,\N,11.0
5744,279,91,15,29,9,6,6,6,1.0,68,\N,\N,\N,\N,\N,\N,11.0
5745,279,109,15,30,11,7,7,7,0.0,68,\N,\N,\N,\N,\N,\N,11.0
5746,279,100,33,20,13,8,8,8,0.0,68,\N,\N,\N,\N,\N,\N,11.0
5747,279,104,18,23,17,9,9,9,0.0,67,\N,\N,\N,\N,\N,\N,12.0
5748,279,65,32,12,20,10,10,10,0.0,67,\N,\N,\N,\N,\N,\N,12.0
5749,279,70,32,11,21,11,11,11,0.0,67,\N,\N,\N,\N,\N,\N,12.0
5750,279,123,17,15,24,12,12,12,0.0,67,\N,\N,\N,\N,\N,\N,12.0
5751,279,88,29,10,16,13,13,13,0.0,66,\N,\N,\N,\N,\N,\N,13.0
5752,279,121,1,7,12,14,14,14,0.0,66,\N,\N,\N,\N,\N,\N,13.0
5753,279,69,26,22,25,15,15,15,0.0,65,\N,\N,\N,\N,\N,\N,14.0
5754,279,118,29,9,18,16,16,16,0.0,65,\N,\N,\N,\N,\N,\N,14.0
5755,279,79,25,3,22,17,17,17,0.0,64,\N,\N,\N,\N,\N,\N,15.0
5756,279,102,1,8,8,18,18,18,0.0,62,\N,\N,\N,\N,\N,\N,10.0
5757,279,119,22,6,4,\N,R,19,0.0,52,\N,\N,\N,\N,\N,\N,68.0
5758,279,110,25,4,19,\N,R,20,0.0,45,\N,\N,\N,\N,\N,\N,20.0
5759,279,120,18,24,23,\N,R,21,0.0,33,\N,\N,\N,\N,\N,\N,6.0
5760,279,55,6,27,6,\N,R,22,0.0,33,\N,\N,\N,\N,\N,\N,5.0
5761,279,87,27,26,10,\N,R,23,0.0,13,\N,\N,\N,\N,\N,\N,20.0
5762,279,22,17,14,14,\N,R,24,0.0,10,\N,\N,\N,\N,\N,\N,10.0
5763,279,112,33,19,15,\N,R,25,0.0,8,\N,\N,\N,\N,\N,\N,5.0
5764,279,105,26,21,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81.0
5765,280,117,3,2,2,1,1,1,10.0,72,1:38:35.241,5915241,\N,\N,\N,\N,1.0
5766,280,71,3,0,1,2,2,2,6.0,72,+0.342,5915583,\N,\N,\N,\N,1.0
5767,280,30,22,5,7,3,3,3,4.0,72,+21.209,5936450,\N,\N,\N,\N,1.0
5768,280,102,1,8,5,4,4,4,3.0,72,+32.405,5947646,\N,\N,\N,\N,1.0
5769,280,84,27,25,3,5,5,5,2.0,72,+33.795,5949036,\N,\N,\N,\N,1.0
5770,280,121,1,7,16,6,6,6,1.0,71,\N,\N,\N,\N,\N,\N,11.0
5771,280,22,17,14,8,7,7,7,0.0,71,\N,\N,\N,\N,\N,\N,11.0
5772,280,104,18,23,23,8,8,8,0.0,71,\N,\N,\N,\N,\N,\N,11.0
5773,280,112,33,19,10,9,9,9,0.0,70,\N,\N,\N,\N,\N,\N,12.0
5774,280,119,22,6,12,10,10,10,0.0,70,\N,\N,\N,\N,\N,\N,12.0
5775,280,123,17,15,20,11,11,11,0.0,70,\N,\N,\N,\N,\N,\N,12.0
5776,280,88,29,10,13,12,12,12,0.0,70,\N,\N,\N,\N,\N,\N,12.0
5777,280,118,29,9,15,13,13,13,0.0,70,\N,\N,\N,\N,\N,\N,12.0
5778,280,77,6,28,14,14,14,14,0.0,70,\N,\N,\N,\N,\N,\N,12.0
5779,280,110,25,4,25,15,15,15,0.0,68,\N,\N,\N,\N,\N,\N,14.0
5780,280,100,33,20,9,16,16,16,0.0,66,\N,\N,\N,\N,\N,\N,6.0
5781,280,55,6,27,6,\N,R,17,0.0,47,\N,\N,\N,\N,\N,\N,5.0
5782,280,69,26,22,22,\N,R,18,0.0,28,\N,\N,\N,\N,\N,\N,22.0
5783,280,91,15,29,11,\N,R,19,0.0,25,\N,\N,\N,\N,\N,\N,6.0
5784,280,109,15,30,18,\N,R,20,0.0,22,\N,\N,\N,\N,\N,\N,6.0
5785,280,87,27,26,4,\N,R,21,0.0,20,\N,\N,\N,\N,\N,\N,20.0
5786,280,65,32,12,19,\N,R,22,0.0,16,\N,\N,\N,\N,\N,\N,20.0
5787,280,120,18,24,24,\N,R,23,0.0,16,\N,\N,\N,\N,\N,\N,6.0
5788,280,79,25,3,24,\N,R,24,0.0,16,\N,\N,\N,\N,\N,\N,6.0
5789,280,70,32,11,17,\N,R,25,0.0,9,\N,\N,\N,\N,\N,\N,22.0
5790,280,105,26,21,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81.0
5791,281,117,3,2,1,1,1,1,10.0,59,1:25:38.189,5138189,\N,\N,\N,\N,1.0
5792,281,30,22,5,3,2,2,2,6.0,59,+7.660,5145849,\N,\N,\N,\N,1.0
5793,281,119,22,6,5,3,3,3,4.0,59,+1:17.482,5215671,\N,\N,\N,\N,1.0
5794,281,65,32,12,7,4,4,4,3.0,59,+1:18.407,5216596,\N,\N,\N,\N,1.0
5795,281,102,1,8,4,5,5,5,2.0,58,\N,\N,\N,\N,\N,\N,60.0
5796,281,118,29,9,8,6,6,6,1.0,58,\N,\N,\N,\N,\N,\N,11.0
5797,281,87,27,26,9,7,7,7,0.0,58,\N,\N,\N,\N,\N,\N,11.0
5798,281,109,15,30,16,8,8,8,0.0,58,\N,\N,\N,\N,\N,\N,11.0
5799,281,55,6,27,12,9,9,9,0.0,58,\N,\N,\N,\N,\N,\N,11.0
5800,281,22,17,14,15,10,10,10,0.0,58,\N,\N,\N,\N,\N,\N,11.0
5801,281,112,33,19,24,11,11,11,0.0,57,\N,\N,\N,\N,\N,\N,12.0
5802,281,104,18,23,19,12,12,12,0.0,56,\N,\N,\N,\N,\N,\N,6.0
5803,281,79,25,3,22,13,13,13,0.0,55,\N,\N,\N,\N,\N,\N,14.0
5804,281,84,27,25,6,14,14,14,0.0,53,\N,\N,\N,\N,\N,\N,6.0
5805,281,110,25,4,21,\N,N,15,0.0,43,\N,\N,\N,\N,\N,\N,62.0
5806,281,71,3,0,2,\N,R,16,0.0,41,\N,\N,\N,\N,\N,\N,5.0
5807,281,70,32,11,14,\N,R,17,0.0,41,\N,\N,\N,\N,\N,\N,22.0
5808,281,123,17,15,23,\N,R,18,0.0,41,\N,\N,\N,\N,\N,\N,67.0
5809,281,69,26,22,25,\N,R,19,0.0,32,\N,\N,\N,\N,\N,\N,10.0
5810,281,94,18,24,20,\N,R,20,0.0,31,\N,\N,\N,\N,\N,\N,68.0
5811,281,91,15,29,18,\N,R,21,0.0,24,\N,\N,\N,\N,\N,\N,20.0
5812,281,77,6,28,13,\N,R,22,0.0,10,\N,\N,\N,\N,\N,\N,22.0
5813,281,88,29,10,10,\N,R,23,0.0,8,\N,\N,\N,\N,\N,\N,20.0
5814,281,121,1,7,11,\N,R,24,0.0,0,\N,\N,\N,\N,\N,\N,20.0
5815,281,100,33,20,17,\N,R,25,0.0,0,\N,\N,\N,\N,\N,\N,86.0
5816,281,105,26,21,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81.0
5817,282,117,3,2,1,1,1,1,10.0,45,1:18:40.885,4720885,\N,\N,\N,\N,1.0
5818,282,30,22,5,3,2,2,2,6.0,45,+16.664,4737549,\N,\N,\N,\N,1.0
5819,282,87,27,26,5,3,3,3,4.0,45,+59.349,4780234,\N,\N,\N,\N,1.0
5820,282,102,1,8,4,4,4,4,3.0,45,+1:08.229,4789114,\N,\N,\N,\N,1.0
5821,282,119,22,6,7,5,5,5,2.0,45,+1:31.516,4812401,\N,\N,\N,\N,1.0
5822,282,77,6,28,9,6,6,6,1.0,45,+1:34.754,4815639,\N,\N,\N,\N,1.0
5823,282,55,6,27,10,7,7,7,0.0,45,+1:35.841,4816726,\N,\N,\N,\N,1.0
5824,282,84,27,25,6,8,8,8,0.0,44,\N,\N,\N,\N,\N,\N,11.0
5825,282,91,15,29,14,9,9,9,0.0,44,\N,\N,\N,\N,\N,\N,11.0
5826,282,65,32,12,13,10,10,10,0.0,44,\N,\N,\N,\N,\N,\N,11.0
5827,282,104,18,23,20,11,11,11,0.0,44,\N,\N,\N,\N,\N,\N,11.0
5828,282,112,33,19,23,12,12,12,0.0,44,\N,\N,\N,\N,\N,\N,11.0
5829,282,123,17,15,24,13,13,13,0.0,44,\N,\N,\N,\N,\N,\N,11.0
5830,282,94,18,24,22,14,14,14,0.0,44,\N,\N,\N,\N,\N,\N,11.0
5831,282,71,3,0,2,15,15,15,0.0,43,\N,\N,\N,\N,\N,\N,27.0
5832,282,105,26,21,26,16,16,16,0.0,43,\N,\N,\N,\N,\N,\N,12.0
5833,282,118,29,9,11,17,17,17,0.0,42,\N,\N,\N,\N,\N,\N,13.0
5834,282,22,17,14,17,\N,R,18,0.0,34,\N,\N,\N,\N,\N,\N,67.0
5835,282,79,25,3,21,\N,R,19,0.0,28,\N,\N,\N,\N,\N,\N,86.0
5836,282,109,15,30,18,\N,R,20,0.0,22,\N,\N,\N,\N,\N,\N,20.0
5837,282,70,32,11,15,\N,R,21,0.0,19,\N,\N,\N,\N,\N,\N,20.0
5838,282,88,29,10,8,\N,R,22,0.0,9,\N,\N,\N,\N,\N,\N,4.0
5839,282,121,1,7,12,\N,R,23,0.0,4,\N,\N,\N,\N,\N,\N,4.0
5840,282,69,26,22,25,\N,R,24,0.0,4,\N,\N,\N,\N,\N,\N,22.0
5841,282,110,25,4,19,\N,R,25,0.0,1,\N,\N,\N,\N,\N,\N,6.0
5842,282,100,33,20,16,\N,R,26,0.0,0,\N,\N,\N,\N,\N,\N,6.0
5843,283,71,3,0,2,1,1,1,10.0,77,1:47:39.098,6459098,\N,\N,\N,\N,1.0
5844,283,119,22,6,5,2,2,2,6.0,77,+1:11.915,6531013,\N,\N,\N,\N,1.0
5845,283,77,6,28,6,3,3,3,4.0,77,+1:18.042,6537140,\N,\N,\N,\N,1.0
5846,283,118,29,9,9,4,4,4,3.0,76,\N,\N,\N,\N,\N,\N,11.0
5847,283,84,27,25,13,5,5,5,2.0,76,\N,\N,\N,\N,\N,\N,11.0
5848,283,91,15,29,17,6,6,6,1.0,76,\N,\N,\N,\N,\N,\N,11.0
5849,283,87,27,26,12,7,7,7,0.0,76,\N,\N,\N,\N,\N,\N,11.0
5850,283,112,33,19,19,8,8,8,0.0,75,\N,\N,\N,\N,\N,\N,12.0
5851,283,123,17,15,24,9,9,9,0.0,75,\N,\N,\N,\N,\N,\N,12.0
5852,283,79,25,3,23,10,10,10,0.0,73,\N,\N,\N,\N,\N,\N,14.0
5853,283,110,25,4,22,11,11,11,0.0,72,\N,\N,\N,\N,\N,\N,15.0
5854,283,117,3,2,1,12,12,12,0.0,70,\N,\N,\N,\N,\N,\N,17.0
5855,283,94,18,24,7,\N,R,13,0.0,59,\N,\N,\N,\N,\N,\N,3.0
5856,283,100,33,20,18,\N,R,14,0.0,54,\N,\N,\N,\N,\N,\N,5.0
5857,283,70,32,11,21,\N,R,15,0.0,45,\N,\N,\N,\N,\N,\N,6.0
5858,283,88,29,10,10,\N,R,16,0.0,41,\N,\N,\N,\N,\N,\N,20.0
5859,283,105,26,21,25,\N,R,17,0.0,39,\N,\N,\N,\N,\N,\N,25.0
5860,283,65,32,12,20,\N,R,18,0.0,38,\N,\N,\N,\N,\N,\N,20.0
5861,283,69,26,22,26,\N,R,19,0.0,37,\N,\N,\N,\N,\N,\N,20.0
5862,283,30,22,5,3,\N,R,20,0.0,26,\N,\N,\N,\N,\N,\N,48.0
5863,283,104,18,23,14,\N,R,21,0.0,22,\N,\N,\N,\N,\N,\N,22.0
5864,283,55,6,27,8,\N,R,22,0.0,22,\N,\N,\N,\N,\N,\N,20.0
5865,283,109,15,30,15,\N,R,23,0.0,18,\N,\N,\N,\N,\N,\N,5.0
5866,283,102,1,8,4,\N,R,24,0.0,17,\N,\N,\N,\N,\N,\N,37.0
5867,283,121,1,7,11,\N,R,25,0.0,15,\N,\N,\N,\N,\N,\N,37.0
5868,283,22,17,14,16,\N,R,26,0.0,0,\N,\N,\N,\N,\N,\N,3.0
5869,284,71,3,0,2,1,1,1,10.0,44,1:24:32.124,5072124,\N,\N,\N,\N,1.0
5870,284,30,22,5,3,2,2,2,6.0,44,+3.668,5075792,\N,\N,\N,\N,1.0
5871,284,117,3,2,1,3,3,3,4.0,44,+14.988,5087112,\N,\N,\N,\N,1.0
5872,284,102,1,8,5,4,4,4,3.0,44,+1:39.763,5171887,\N,\N,\N,\N,1.0
5873,284,65,32,12,10,5,5,5,2.0,43,\N,\N,\N,\N,\N,\N,11.0
5874,284,119,22,6,8,6,6,6,1.0,43,\N,\N,\N,\N,\N,\N,11.0
5875,284,84,27,25,11,7,7,7,0.0,43,\N,\N,\N,\N,\N,\N,11.0
5876,284,121,1,7,14,8,8,8,0.0,43,\N,\N,\N,\N,\N,\N,11.0
5877,284,109,15,30,9,9,9,9,0.0,43,\N,\N,\N,\N,\N,\N,11.0
5878,284,77,6,28,16,10,10,10,0.0,42,\N,\N,\N,\N,\N,\N,4.0
5879,284,87,27,26,15,11,11,11,0.0,42,\N,\N,\N,\N,\N,\N,4.0
5880,284,112,33,19,18,12,12,12,0.0,42,\N,\N,\N,\N,\N,\N,12.0
5881,284,69,26,22,24,13,13,13,0.0,42,\N,\N,\N,\N,\N,\N,12.0
5882,284,105,26,21,25,14,14,14,0.0,41,\N,\N,\N,\N,\N,\N,13.0
5883,284,79,25,3,23,15,15,15,0.0,40,\N,\N,\N,\N,\N,\N,14.0
5884,284,100,33,20,19,\N,R,16,0.0,37,\N,\N,\N,\N,\N,\N,48.0
5885,284,118,29,9,7,\N,R,17,0.0,28,\N,\N,\N,\N,\N,\N,5.0
5886,284,91,15,29,12,\N,R,18,0.0,27,\N,\N,\N,\N,\N,\N,5.0
5887,284,110,25,4,17,\N,R,19,0.0,24,\N,\N,\N,\N,\N,\N,5.0
5888,284,104,18,23,22,\N,R,20,0.0,15,\N,\N,\N,\N,\N,\N,20.0
5889,284,94,18,24,21,\N,R,21,0.0,15,\N,\N,\N,\N,\N,\N,20.0
5890,284,88,29,10,6,\N,R,22,0.0,14,\N,\N,\N,\N,\N,\N,6.0
5891,284,22,17,14,12,\N,R,23,0.0,11,\N,\N,\N,\N,\N,\N,67.0
5892,284,55,6,27,4,\N,R,24,0.0,4,\N,\N,\N,\N,\N,\N,22.0
5893,284,123,17,15,20,\N,R,25,0.0,0,\N,\N,\N,\N,\N,\N,6.0
5894,284,70,32,11,26,\N,W,26,0.0,0,\N,\N,\N,\N,\N,\N,82.0
5895,285,71,3,0,2,1,1,1,10.0,53,1:17:07.509,4627509,\N,\N,\N,\N,1.0
5896,285,55,6,27,3,2,2,2,6.0,53,+40.012,4667521,\N,\N,\N,\N,1.0
5897,285,121,1,7,9,3,3,3,4.0,52,\N,\N,\N,\N,\N,\N,11.0
5898,285,91,15,29,15,4,4,4,3.0,52,\N,\N,\N,\N,\N,\N,11.0
5899,285,119,22,6,10,5,5,5,2.0,52,\N,\N,\N,\N,\N,\N,11.0
5900,285,100,33,20,20,6,6,6,1.0,52,\N,\N,\N,\N,\N,\N,11.0
5901,285,94,18,24,22,7,7,7,0.0,51,\N,\N,\N,\N,\N,\N,12.0
5902,285,104,18,23,24,8,8,8,0.0,51,\N,\N,\N,\N,\N,\N,12.0
5903,285,112,33,19,16,9,9,9,0.0,51,\N,\N,\N,\N,\N,\N,12.0
5904,285,69,26,22,25,10,10,10,0.0,51,\N,\N,\N,\N,\N,\N,12.0
5905,285,83,32,11,26,11,11,11,0.0,49,\N,\N,\N,\N,\N,\N,10.0
5906,285,117,3,2,1,12,12,12,0.0,48,\N,\N,\N,\N,\N,\N,5.0
5907,285,110,25,4,18,13,13,13,0.0,47,\N,\N,\N,\N,\N,\N,51.0
5908,285,79,25,3,17,14,14,14,0.0,47,\N,\N,\N,\N,\N,\N,16.0
5909,285,105,26,21,21,\N,R,15,0.0,23,\N,\N,\N,\N,\N,\N,22.0
5910,285,30,22,5,5,\N,R,16,0.0,21,\N,\N,\N,\N,\N,\N,5.0
5911,285,87,27,26,14,\N,R,17,0.0,20,\N,\N,\N,\N,\N,\N,20.0
5912,285,77,6,28,6,\N,R,18,0.0,15,\N,\N,\N,\N,\N,\N,22.0
5913,285,65,32,12,7,\N,R,19,0.0,14,\N,\N,\N,\N,\N,\N,20.0
5914,285,84,27,25,12,\N,R,20,0.0,8,\N,\N,\N,\N,\N,\N,4.0
5915,285,102,1,8,4,\N,R,21,0.0,8,\N,\N,\N,\N,\N,\N,4.0
5916,285,88,29,10,8,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,4.0
5917,285,118,29,9,11,\N,R,23,0.0,0,\N,\N,\N,\N,\N,\N,4.0
5918,285,109,15,30,13,\N,R,24,0.0,0,\N,\N,\N,\N,\N,\N,4.0
5919,285,22,17,14,19,\N,R,25,0.0,0,\N,\N,\N,\N,\N,\N,4.0
5920,285,124,17,15,23,\N,R,26,0.0,0,\N,\N,\N,\N,\N,\N,4.0
5921,286,30,22,5,6,1,1,1,10.0,71,1:32:46.309,5566309,\N,\N,\N,\N,1.0
5922,286,117,3,2,2,2,2,2,6.0,71,+0.982,5567291,\N,\N,\N,\N,1.0
5923,286,71,3,0,1,3,3,3,4.0,71,+8.206,5574515,\N,\N,\N,\N,1.0
5924,286,55,6,27,5,4,4,4,3.0,71,+1:07.605,5633914,\N,\N,\N,\N,1.0
5925,286,91,15,29,13,5,5,5,2.0,70,\N,\N,\N,\N,\N,\N,11.0
5926,286,84,27,25,11,6,6,6,1.0,70,\N,\N,\N,\N,\N,\N,11.0
5927,286,109,15,30,12,7,7,7,0.0,69,\N,\N,\N,\N,\N,\N,12.0
5928,286,94,18,24,19,8,8,8,0.0,69,\N,\N,\N,\N,\N,\N,12.0
5929,286,104,18,23,24,9,9,9,0.0,69,\N,\N,\N,\N,\N,\N,12.0
5930,286,112,33,19,20,10,10,10,0.0,69,\N,\N,\N,\N,\N,\N,12.0
5931,286,100,33,20,22,11,11,11,0.0,68,\N,\N,\N,\N,\N,\N,13.0
5932,286,110,25,4,17,12,12,12,0.0,68,\N,\N,\N,\N,\N,\N,13.0
5933,286,22,17,14,15,13,13,13,0.0,68,\N,\N,\N,\N,\N,\N,13.0
5934,286,69,26,22,26,14,14,14,0.0,68,\N,\N,\N,\N,\N,\N,13.0
5935,286,118,29,9,9,15,15,15,0.0,63,\N,\N,\N,\N,\N,\N,3.0
5936,286,119,22,6,7,16,16,16,0.0,63,\N,\N,\N,\N,\N,\N,3.0
5937,286,83,32,11,18,\N,R,17,0.0,61,\N,\N,\N,\N,\N,\N,20.0
5938,286,65,32,12,14,\N,R,18,0.0,60,\N,\N,\N,\N,\N,\N,20.0
5939,286,87,27,26,10,\N,R,19,0.0,51,\N,\N,\N,\N,\N,\N,3.0
5940,286,105,26,21,25,\N,R,20,0.0,38,\N,\N,\N,\N,\N,\N,6.0
5941,286,77,6,28,8,\N,R,21,0.0,35,\N,\N,\N,\N,\N,\N,3.0
5942,286,57,1,7,3,\N,R,22,0.0,32,\N,\N,\N,\N,\N,\N,20.0
5943,286,88,29,10,16,\N,R,23,0.0,27,\N,\N,\N,\N,\N,\N,6.0
5944,286,102,1,8,4,\N,R,24,0.0,19,\N,\N,\N,\N,\N,\N,5.0
5945,286,79,25,3,21,\N,R,25,0.0,12,\N,\N,\N,\N,\N,\N,20.0
5946,286,125,17,15,23,\N,R,26,0.0,8,\N,\N,\N,\N,\N,\N,5.0
5947,287,102,1,8,2,1,1,1,10.0,53,1:40:27.912,6027912,\N,\N,\N,\N,1.0
5948,287,117,3,2,1,2,2,2,6.0,53,+11.435,6039347,\N,\N,\N,\N,1.0
5949,287,57,1,7,3,3,3,3,4.0,53,+26.129,6054041,\N,\N,\N,\N,1.0
5950,287,71,3,0,6,4,4,4,3.0,53,+1:23.538,6111450,\N,\N,\N,\N,1.0
5951,287,22,17,14,12,5,5,5,2.0,53,+1:35.101,6123013,\N,\N,\N,\N,1.0
5952,287,56,17,15,8,6,6,6,1.0,53,+1:46.421,6134333,\N,\N,\N,\N,1.0
5953,287,87,27,26,17,7,7,7,0.0,52,\N,\N,\N,\N,\N,\N,11.0
5954,287,109,15,30,11,8,8,8,0.0,52,\N,\N,\N,\N,\N,\N,11.0
5955,287,84,27,25,15,9,9,9,0.0,51,\N,\N,\N,\N,\N,\N,4.0
5956,287,94,18,24,22,10,10,10,0.0,51,\N,\N,\N,\N,\N,\N,12.0
5957,287,65,32,12,19,11,11,11,0.0,51,\N,\N,\N,\N,\N,\N,12.0
5958,287,126,33,19,23,12,12,12,0.0,51,\N,\N,\N,\N,\N,\N,12.0
5959,287,83,32,11,20,13,13,13,0.0,49,\N,\N,\N,\N,\N,\N,20.0
5960,287,118,29,9,7,14,14,14,0.0,48,\N,\N,\N,\N,\N,\N,4.0
5961,287,119,22,6,10,\N,R,15,0.0,45,\N,\N,\N,\N,\N,\N,20.0
5962,287,77,6,28,5,\N,R,16,0.0,40,\N,\N,\N,\N,\N,\N,5.0
5963,287,88,29,10,9,\N,R,17,0.0,28,\N,\N,\N,\N,\N,\N,20.0
5964,287,111,18,23,13,\N,R,18,0.0,26,\N,\N,\N,\N,\N,\N,54.0
5965,287,79,25,3,24,\N,R,19,0.0,26,\N,\N,\N,\N,\N,\N,5.0
